key,created,agency,agency_name,complaint_type,descriptor,incident_zip,city,latitude,longitude
34815661,2016-11-18 16:26:25 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11226,BROOKLYN,40.65122975029788,-73.963810481950929
31971637,2015-11-13 15:45:00 UTC,DSNY,P - Queens,Dirty Conditions,E13 Throw-Out,11354,Flushing,40.763512364448324,-73.808256873198118
21937088,2011-11-21 10:32:00 UTC,DSNY,BCC - Staten Island,Missed Collection (All Materials),1 Missed Collection,10310,STATEN ISLAND,40.63357086355736,-74.114272008283976
28360375,2014-06-28 00:00:00 UTC,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11234,BROOKLYN,40.625102660932413,-73.934104802706031
15664827,2010-01-05 13:43:00 UTC,DSNY,Manhattan 02,Missed Collection (All Materials),1R Missed Recycling-All Materials,10003,NEW YORK,40.72761666369945,-73.99265422074987
23097178,2012-04-21 22:35:29 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11375,FOREST HILLS,40.73509075635431,-73.855478248868735
27287616,2014-01-29 18:00:14 UTC,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,11216,BROOKLYN,40.681371504249213,-73.940618323410447
16371796,2010-04-04 04:27:59 UTC,TLC,Taxi and Limousine Commission,Taxi Complaint,Vehicle Complaint,10462,BRONX,40.841803201098315,-73.8532116589224
26687772,2013-11-14 10:04:59 UTC,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Application Renewal,10462,BRONX,,
30979778,2015-07-01 13:50:00 UTC,DOF,Department of Finance,DOF Literature Request,SCRIE Renewal Application - Rent-Stabilized Apartments,,,,
31796920,2015-10-19 10:47:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,11416,Ozone Park,40.680924939522171,-73.855015162261807
32909580,2016-03-15 09:33:23 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,10453,BRONX,40.859036495042595,-73.908271047109963
26710924,2013-11-18 14:21:00 UTC,DSNY,BCC - Brooklyn South,Litter Basket / Request,10 Litter Basket / Request,11234,BROOKLYN,40.611463277289779,-73.924364943433972
22800577,2012-03-01 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11226,BROOKLYN,40.651954179534052,-73.963201037476082
19229439,2010-11-30 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,10458,BRONX,40.86999770252244,-73.891189944311336
27853574,2014-04-15 12:22:14 UTC,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,10014,NEW YORK,40.734701090052681,-74.002172214769175
29827419,2015-01-30 13:28:00 UTC,DSNY,BCC - Brooklyn South,Sanitation Condition,12 Dead Animals,11223,BROOKLYN,40.603429273306368,-73.974117919979591
19707904,2011-01-28 17:12:00 UTC,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,11369,EAST ELMHURST,40.762853877612,-73.869225720815308
20598953,2011-06-08 16:40:00 UTC,DEP,Department of Environmental Protection,Water System,Fire Hydrant Emergency (FHE),10040,NEW YORK,40.854308929599789,-73.930082164348775
31650987,2015-09-30 09:29:04 UTC,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,10469,BRONX,40.85975923881049,-73.831249933413289
28345704,2014-06-26 12:43:11 UTC,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,10458,BRONX,40.876712261972614,-73.8838058504493
27828300,2014-04-12 00:47:14 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10032,NEW YORK,40.833031487898118,-73.944353200798119
35858620,2017-04-03 22:02:14 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10473,BRONX,40.818860610377556,-73.867208051329385
30438233,2015-04-20 15:21:00 UTC,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),10471,BRONX,40.891508712333319,-73.9079585917844
26523522,2013-10-21 11:27:48 UTC,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,
22275765,2011-12-07 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11216,BROOKLYN,40.690123171718028,-73.949134920728852
26302051,2013-08-18 18:00:22 UTC,DSNY,Department of Sanitation,Graffiti,Graffiti,10002,NEW YORK,40.718792318353316,-73.993510163465984
18437091,2010-08-07 12:28:00 UTC,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",11379,Middle Village,40.711429480229235,-73.875386496645078
37674275,2017-11-10 18:48:20 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10040,NEW YORK,40.854026358795011,-73.930302964477931
24858859,2013-01-24 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11427,Queens Village,40.723737501095975,-73.759666718942071
27689835,2014-03-20 18:39:48 UTC,DOT,Department of Transportation,Street Condition,Pothole,11435,Jamaica,40.714124130332877,-73.820771729247213
19883832,2011-02-21 09:54:00 UTC,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11433,JAMAICA,40.694756757221306,-73.786803113962222
22652529,2012-02-03 14:15:00 UTC,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Open,11215,BROOKLYN,40.667436827493461,-73.984438547403272
28021026,2014-05-11 09:34:00 UTC,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),10028,NEW YORK,40.778010340665475,-73.956166379155292
36185646,2017-05-14 16:34:26 UTC,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,10453,BRONX,40.846430961641282,-73.909401662794622
21384498,2011-09-07 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,11214,BROOKLYN,40.608002260364394,-73.998318107815408
19800804,2011-02-09 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10459,BRONX,40.825932503496077,-73.889433682189164
30460041,2015-04-22 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,10459,BRONX,40.821710476862634,-73.900789289611239
34234562,2016-09-02 22:57:51 UTC,DOT,Department of Transportation,Street Condition,Pothole,11231,BROOKLYN,40.68611326064368,-74.003822043010885
28510515,2014-07-19 00:00:00 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11225,BROOKLYN,40.660528029645171,-73.96064445035374
23518233,2012-06-29 16:06:00 UTC,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),11103,Astoria,40.7650446694719,-73.906360863599531
26244967,2013-09-03 12:27:10 UTC,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11201,BROOKLYN,40.693707269174354,-73.98615253127312
28028435,2014-05-12 11:33:59 UTC,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,10463,BRONX,40.884292125484187,-73.9104241532665
25250950,2013-03-26 05:31:00 UTC,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10014,NEW YORK,40.735538211866526,-74.0033413557266
29096804,2014-10-18 15:53:28 UTC,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10456,BRONX,40.833809261446319,-73.918391684247325
36134585,2017-05-08 14:59:07 UTC,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,11216,BROOKLYN,40.689179712242144,-73.950841215698716
27764152,2014-04-01 11:28:13 UTC,DOF,Correspondence Unit,DOF Property - Request Copy,Copy of Notice of Property Value,11417,OZONE PARK,,
25044545,2013-02-21 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10452,BRONX,40.840521516377606,-73.912850306802838
30189397,2015-03-16 05:44:55 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11368,CORONA,40.739082063457758,-73.858031677725393
18908414,2010-10-16 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10468,BRONX,40.865929511941047,-73.902878129904366
23601413,2012-07-12 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,10033,NEW YORK,40.854173041887769,-73.937196258407369
35064615,2016-12-20 19:31:35 UTC,DOT,Department of Transportation,Sidewalk Condition,Dumpster - Construction Waste,10012,NEW YORK,40.721767762270133,-73.996352686124553
23408830,2012-06-12 14:45:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,
25700321,2013-06-08 09:58:00 UTC,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",11103,Astoria,40.758691894828573,-73.911488252268754
16167309,2010-03-09 23:50:26 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10310,STATEN ISLAND,40.637530309184761,-74.1127943200929
20797539,2011-07-09 15:39:40 UTC,NYPD,New York City Police Department,Urinating in Public,N/A,10019,NEW YORK,40.763024836751192,-73.978138659519146
26820994,2013-12-05 14:37:26 UTC,DCA,Department of Consumer Affairs,Consumer Complaint,Contract Dispute,10023,NEW YORK,40.7704473040446,-73.982125568092272
31403679,2015-08-27 16:47:40 UTC,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11213,BROOKLYN,40.673146770443672,-73.9285236580908
30846690,2015-06-14 21:50:56 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,11204,BROOKLYN,40.618879280302281,-73.988159998945861
25003068,2013-02-14 22:16:36 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10035,NEW YORK,40.801934776543355,-73.935656276001254
25113423,2013-03-04 00:00:00 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,11208,BROOKLYN,40.660848051823216,-73.877254321231916
29145267,2014-10-24 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10023,NEW YORK,40.779191502587608,-73.9789529901175
32844570,2016-03-06 16:24:24 UTC,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,10026,NEW YORK,40.799440877784143,-73.955303485104963
18841904,2010-10-06 13:31:44 UTC,DOT,Department of Transportation,Street Condition,Cave-in,10466,BRONX,40.883556619650349,-73.8497345065394
29368080,2014-11-24 00:00:00 UTC,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11215,BROOKLYN,40.666976023027566,-73.987001572780528
36294211,2017-05-28 01:55:36 UTC,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10451,BRONX,40.82181835948262,-73.915635175859208
35594341,2017-02-28 23:39:51 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10039,NEW YORK,40.829865674252282,-73.936778356120826
26666945,2013-11-12 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,11421,Woodhaven,40.693936081786035,-73.849314427880032
31734452,2015-10-12 21:22:13 UTC,DOB,DOB Inspections - Queens,Construction,Initial - Construction,11411,CAMBRIA HEIGHTS,40.689058454258081,-73.728128520825223
27184593,2014-01-18 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10467,BRONX,40.886414974318335,-73.863923081195338
29537123,2014-12-19 00:00:00 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10464,BRONX,40.842225262090686,-73.784628234662563
25966900,2013-07-18 11:48:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,
19605294,2011-01-12 13:23:19 UTC,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,10312,STATEN ISLAND,40.554257110262448,-74.177021722547138
32826213,2016-03-03 22:30:37 UTC,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11368,CORONA,40.741741580503238,-73.855701997426252
33644574,2016-06-20 08:41:11 UTC,DOF,Refunds and Adjustments,DOF Property - Payment Issue,Misapplied Payment,10312,STATEN ISLAND,,
23066791,2012-04-16 16:11:20 UTC,DOT,Department of Transportation,Street Sign - Missing,St Name - Attached to Pole,11201,BROOKLYN,40.69853600703108,-73.994291111826428
26025074,2013-07-26 12:00:27 UTC,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,10452,BRONX,40.841840742611389,-73.9190396057285
37758756,2017-11-21 21:53:05 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11378,Maspeth,40.716909089272704,-73.9122471767177
37507246,2017-10-24 12:48:50 UTC,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,10312,STATEN ISLAND,40.555694226466947,-74.16489801419695
33342532,2016-05-13 00:28:01 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,11237,BROOKLYN,40.703365329011284,-73.926345310317586
35041561,2016-12-16 04:26:55 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,11213,BROOKLYN,40.670351370538974,-73.92659084927746
26459624,2013-10-08 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10466,BRONX,40.8920667872836,-73.85099202682035
23520370,2012-06-29 08:05:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,
21175189,2011-08-30 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,11226,BROOKLYN,40.650611290818837,-73.961104376688411
27189602,2014-01-19 21:45:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,11413,Springfield Gardens,40.671978324029922,-73.751486138973519
27004994,2013-12-28 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,10032,NEW YORK,40.833930899639242,-73.942610639101986
18421852,2010-08-05 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,11230,BROOKLYN,40.630345966698577,-73.9681810592329
36725492,2017-07-18 07:46:09 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11233,BROOKLYN,40.682052617956671,-73.91501879022303
36654466,2017-07-09 16:53:55 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10308,STATEN ISLAND,40.552789377956792,-74.147340902898378
25172966,2013-03-12 06:14:03 UTC,DOT,Department of Transportation,Street Condition,Pothole,11211,BROOKLYN,40.713429852091487,-73.934558558685623
23118593,2012-04-24 15:04:49 UTC,DOT,Department of Transportation,Street Condition,Wear & Tear,11238,BROOKLYN,40.681231804043705,-73.960426721972439
28081010,2014-05-20 18:26:00 UTC,DSNY,BCC - Manhattan,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,10037,NEW YORK,40.809212386114964,-73.938109264852415
25359657,2013-04-14 09:01:00 UTC,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),2 Bulk-Missed Collection,11229,BROOKLYN,40.593095550292588,-73.957220340474976
32798801,2016-02-29 11:19:26 UTC,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11210,BROOKLYN,40.639837162913743,-73.945497987333965
22483856,2012-01-09 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,11208,BROOKLYN,40.678671531832187,-73.876212031411256
36203388,2017-05-16 13:58:22 UTC,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,10028,NEW YORK,40.775681397932289,-73.952615129767224
27960919,2014-05-03 01:52:44 UTC,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11235,BROOKLYN,40.576935331271841,-73.960495716338144
21470741,2011-09-20 00:02:14 UTC,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,10036,NEW YORK,40.760440878835119,-73.989437945803573
32369352,2016-01-08 12:09:52 UTC,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,
20428378,2011-05-13 07:44:57 UTC,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,11236,BROOKLYN,,
31637389,2015-09-28 10:15:42 UTC,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,10314,STATEN ISLAND,40.590395122630362,-74.1660962690769
26299425,2013-09-11 12:46:00 UTC,DSNY,A - Manhattan,Dirty Conditions,E1A Litter Basket / Improper Use,10023,NEW YORK,40.77480902588772,-73.984413456559551
36674641,2017-07-11 14:21:58 UTC,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,11234,BROOKLYN,40.611934852069943,-73.932320554635425
28047885,2014-05-15 09:44:08 UTC,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11385,Ridgewood,40.706557753444812,-73.873087244930858
30160259,2015-03-12 14:58:00 UTC,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),10465,BRONX,40.834658346166748,-73.821784118309722
33788973,2016-07-07 14:49:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,
36031646,2017-04-25 10:04:04 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10462,BRONX,40.850794587937656,-73.866537039977246
19866525,2011-02-19 00:48:54 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10024,NEW YORK,40.784932600808894,-73.974556524384724
19910542,2011-02-25 14:12:51 UTC,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,10469,BRONX,40.861767590611336,-73.854899288422047
26111457,2013-08-12 10:49:52 UTC,DOT,Department of Transportation,Broken Muni Meter,No Receipt,10010,NEW YORK,40.743110341219761,-73.987398120568045
18303060,2010-07-20 09:03:31 UTC,DOF,Revenue Accounting,DOF Parking - Payment Issue,Card - No DOF Confirmation Number Issued,,,,
31616542,2015-09-25 15:50:26 UTC,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,10001,NEW YORK,40.7484385262982,-73.9961960357371
22871851,2012-03-13 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10457,BRONX,40.845281581656224,-73.888241321250135
31980256,2015-11-13 12:27:24 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11375,Forest Hills,40.731324551368992,-73.848757212716009
19138459,2010-11-16 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11237,BROOKLYN,40.70354647455143,-73.930752430454319
29994387,2015-02-20 10:07:26 UTC,DCA,Department of Consumer Affairs,DCA / DOH New License Application Request,Food Service Establishment License,,,,
37628185,2017-11-07 08:46:00 UTC,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,11230,BROOKLYN,40.618150198534835,-73.965870767523583
20434242,2011-05-13 14:30:23 UTC,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,11379,MIDDLE VILLAGE,40.726739798804729,-73.880600149927744
25978935,2013-07-20 00:00:00 UTC,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,11203,BROOKLYN,40.650608079553869,-73.922284428906224
16841452,2010-06-10 19:53:00 UTC,DEP,Department of Environmental Protection,Noise,Noise: Private Carting Noise (NQ1),10016,NEW YORK,40.744065552045633,-73.987747997116259
30115722,2015-03-07 00:19:08 UTC,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10002,NEW YORK,40.71881922895107,-73.987124938296688
36256634,2017-05-22 11:12:00 UTC,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,11230,BROOKLYN,40.609416789566936,-73.967686816368484
37460084,2017-10-18 12:10:00 UTC,DOT,Department of Transportation,Street Light Condition,Street Light Out,11374,Rego Park,40.726176223429171,-73.864885267460423
36752649,2017-07-21 10:37:06 UTC,DOF,Personal Exemption Unit,DOF Property - Reduction Issue,Personal STAR Exemption,11419,SOUTH RICHMOND HILL,,
28015155,2014-05-11 00:52:29 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10033,NEW YORK,40.850216749190487,-73.930368404440628
35224819,2017-01-11 14:13:10 UTC,DCA,Department of Consumer Affairs,Consumer Complaint,Non-Delivery Goods/Services,11214,BROOKLYN,40.595362481159526,-74.000626539278841
33911702,2016-07-23 12:31:15 UTC,NYPD,New York City Police Department,Blocked Driveway,No Access,10453,BRONX,40.849398055713344,-73.9206714147404
16221342,2010-03-15 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,10458,BRONX,40.856138050632467,-73.892344088990455
35386281,2017-01-31 14:49:17 UTC,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11208,BROOKLYN,40.679538932031072,-73.86643992449855
24810720,2013-01-18 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10470,BRONX,40.898994888191034,-73.85571871543965
28546914,2014-07-24 14:02:51 UTC,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,11201,BROOKLYN,40.691467864734918,-73.989207270355337
35741667,2017-03-18 18:40:37 UTC,DOT,Department of Transportation,Street Condition,Pothole,11236,BROOKLYN,40.642673892502096,-73.908687400450432
20209428,2011-04-10 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,10467,BRONX,40.8682335539516,-73.863443258644864
18556331,2010-08-25 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,10026,NEW YORK,40.805697159930183,-73.958102335121708
30452513,2015-04-21 07:49:34 UTC,DOT,Department of Transportation,Street Condition,Plate Condition - Shifted,10467,BRONX,40.872959230396162,-73.8749391464994
29288594,2014-11-13 09:07:49 UTC,DOT,Department of Transportation,Street Condition,Pothole,10467,BRONX,40.876962275693892,-73.861631768079434
18734922,2010-09-21 13:20:41 UTC,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11358,FLUSHING,40.764341664286157,-73.789605507121721
27815568,2014-04-09 14:44:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,11217,BROOKLYN,40.68405253749512,-73.977457854035464
26330347,2013-09-17 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,11226,BROOKLYN,40.651653049746265,-73.950667051598387
25391070,2013-04-19 00:00:00 UTC,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10301,STATEN ISLAND,40.638598084916445,-74.087523730090723
29478774,2014-12-10 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11362,Little Neck,40.766083294698916,-73.725131833401676
36975002,2017-08-18 11:54:00 UTC,DEP,Department of Environmental Protection,Water System,NO WATER - WNW,11226,BROOKLYN,40.653091420423593,-73.966133998249717
15900424,2010-01-31 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,10462,BRONX,40.846005744984957,-73.857908298486976
36286027,2017-05-26 23:11:02 UTC,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11219,BROOKLYN,40.6306983303124,-73.987988574883914
21929894,2011-11-20 21:21:39 UTC,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11105,ASTORIA,40.780873796197547,-73.917405809909425
29231517,2014-11-06 12:52:53 UTC,DOB,Department of Buildings,Elevator,Elevator Not Inspected/Illegal/No Permit,10467,BRONX,40.884381281021696,-73.878808968472612
20086240,2011-03-22 00:00:00 UTC,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,11413,SPRINGFIELD GARDENS,40.676512209338128,-73.755092466348742
33683737,2016-06-24 16:02:17 UTC,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,10038,NEW YORK,,
18823054,2010-10-04 13:30:00 UTC,DSNY,Lot Cleaning,Vacant Lot,8 Request to Clean Vacant Lot,,,,
25909346,2013-07-10 00:00:00 UTC,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,10459,BRONX,40.83111620246077,-73.888322931724147
21956979,2011-11-25 10:43:53 UTC,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",11422,ROSEDALE,40.657550642590159,-73.733832585535168
19403699,2010-12-22 00:00:00 UTC,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,10065,NEW YORK,40.763222447514572,-73.966641141090577
18957935,2010-10-22 00:00:00 UTC,HPD,Department of Housing Preservation and Development,HEATING,HEAT,11226,BROOKLYN,40.65427581012775,-73.9618050164044
38256403,2018-01-19 08:44:00 UTC,DSNY,BCC - Queens East,Missed Collection (All Materials),1R Missed Recycling-All Materials,11365,Fresh Meadows,40.732202492010664,-73.796789890252057
32335747,2016-01-05 09:29:41 UTC,DSNY,Department of Sanitation,Graffiti,Graffiti,11228,BROOKLYN,40.622478196465991,-74.005151236504659
16774866,2010-06-01 12:54:00 UTC,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),11233,BROOKLYN,40.683928702657226,-73.92493175628816
30456917,2015-04-22 00:00:00 UTC,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10460,BRONX,40.840881099070238,-73.887507824882192
28730352,2014-08-21 13:53:34 UTC,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,11360,BAYSIDE,40.776654256311041,-73.790924195830371
33898998,2016-07-21 12:01:00 UTC,DSNY,A - Staten Island,Dirty Conditions,E3A Dirty Area/Alleyway,10303,STATEN ISLAND,40.634985765125037,-74.1651335756261
16373217,2010-04-04 00:00:00 UTC,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,11229,BROOKLYN,40.607042900891052,-73.952846468964822
20760400,2011-07-03 02:53:53 UTC,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,11377,WOODSIDE,40.746452613022647,-73.90082918373129
19318405,2010-12-10 14:35:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,11355,FLUSHING,40.745304313568937,-73.8259424231533
28526592,2014-07-22 00:00:00 UTC,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,10463,NEW YORK,40.874861693198547,-73.910845458848485
30646627,2015-05-18 10:46:00 UTC,DSNY,Manhattan 04,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,10011,NEW YORK,40.741686503151662,-73.999335997636251
31377434,2015-08-24 19:02:00 UTC,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),10457,BRONX,40.846971380342019,-73.893038436013327
26228177,2013-08-30 15:15:34 UTC,DOB,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,10305,STATEN ISLAND,40.5792327924261,-74.084987180983788
32810529,2016-03-01 15:23:52 UTC,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11237,BROOKLYN,40.701654711173447,-73.925369827157283
32343578,2016-01-05 14:10:32 UTC,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10467,BRONX,40.8700581754875,-73.8652654296978
18642470,2010-09-08 09:55:00 UTC,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,11226,BROOKLYN,40.651908878997304,-73.959103481925283
18590357,2010-08-30 20:15:00 UTC,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,11210,BROOKLYN,40.638606032403494,-73.948266200227607
31026161,2015-07-07 08:29:46 UTC,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11216,BROOKLYN,40.674807096221812,-73.955149077145663
29168271,2014-10-28 00:00:00 UTC,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,10468,BRONX,40.874298260356483,-73.887924973071463
